movieId,title,genres,tag,imdbId,tmdbId,tmdb_title,tmdb_overview,tmdb_release_date,tmdb_vote_average
2623,Trippin' (1999),Comedy,,160298,53862.0,Trippin',"Greg is near the end of his senior year in high school, wanting to go to the prom, eyeing Cinny (the school's beauty with brains) from afar, and regularly trippin', daydreaming about being a big success as a poet, a student, a lover. His mom wants him to apply to colleges, but Greg hasn't a clue. One of his teachers, Mr. Shapic, tries to inspire him, too. He finally figures out he can get close to Cinny if he asks her for help with college applications. But friendship isn't enough, he wants romance and a prom date. So, he tells a few lies and, for awhile, it seems to be working. Then, things fall apart and Greg has to figure out how to put the trippin aside and get real.",1999-05-12,5.8
2624,After Life (Wandafuru raifu) (1998),Drama|Fantasy,,165078,17962.0,After Life,"On a cold Monday morning, a group of counselors clock in at an old-fashioned social services office. Their task is to interview the recently deceased, record their personal details, then, over the course of the week, assist them in choosing a single memory to keep for eternity.",1998-09-11,7.11
2625,Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller,,115693,9460.0,Black Mask,"Tsui escapes from a super soldier project and plans to lead a peaceful life. However, when his former comrades go on a violent crime spree, he takes it upon himself to end their reign of terror.",1996-11-07,6.2
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,prequel|the Force,120915,1893.0,Star Wars: Episode I - The Phantom Menace,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",1999-05-19,6.533
2629,"Love Letter, The (1999)",Comedy|Romance,,166252,31342.0,The Love Letter,A romantic comedy about a mysterious love letter that turns a sleepy New England town upside down.,1999-05-21,5.085
2630,Besieged (a.k.a. L' Assedio) (1998),Drama,,149723,44297.0,Besieged,"When an African dictator jails her husband, Shandurai goes into exile in Italy, studying medicine and keeping house for Mr. Kinsky, an eccentric English pianist and composer. She lives in one room of his Roman palazzo. He besieges her with flowers, gifts, and music, declaring passionately that he loves her, would go to Africa with her, would do anything for her. ""What do you know of Africa?,"" she asks, then, in anguish, shouts, ""Get my husband out of jail!"" The rest of the film plays out the implications of this scene and leaves Shandurai with a choice.",1998-02-05,6.7
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure|Drama|Mystery,,59643,8785.0,The Saragossa Manuscript,"During the Napoleonic wars, a Spanish officer and an opposing officer find a book written by the former's grandfather.",1965-02-09,7.921
2633,"Mummy, The (1932)",Horror|Romance,,23245,15849.0,The Mummy,An ancient Egyptian priest named Imhotep is revived when an archaeological expedition finds his mummy and one of the archaeologists accidentally reads an ancient life-giving spell. Imhotep escapes from the field site and searches for the reincarnation of the soul of his lover.,1932-01-01,6.819
2634,"Mummy, The (1959)",Horror,,53085,18990.0,The Mummy,"One by one the archaeologists who discover the 4,000-year-old tomb of Princess Ananka are brutally murdered. Kharis, high priest in Egypt 40 centuries ago, has been brought to life by the power of the ancient gods and his sole purpose is to destroy those responsible for the desecration of the sacred tomb. But Isobel, wife of one of the explorers, resembles the beautiful princess, forcing the speechless and tormented monster to defy commands and abduct Isobel to an unknown fate.",1959-08-01,6.769
2639,Mommie Dearest (1981),Drama,,82766,15660.0,Mommie Dearest,"Renowned actress Joan Crawford, at the height of her career, adopts two orphans — Christina and Christopher — to fill the lonely gap in her personal life. However, as her professional and romantic relationships sour, Joan's already callous and abusive behavior towards Christina intensifies. Christina leaves home to pursue an acting path of her own, only to find her mother's presence still overshadowing her.",1981-09-18,6.395
2640,Superman (1978),Action|Adventure|Sci-Fi,superhero,78346,1924.0,Superman,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.",1978-12-14,7.115
2641,Superman II (1980),Action|Sci-Fi,superhero,81573,8536.0,Superman II,"Three escaped criminals from the planet Krypton test the Man of Steel's mettle. Led by General Zod, the Kryptonians take control of the White House and partner with Lex Luthor to destroy Superman and rule the world. But Superman, who attempts to make himself human in order to get closer to Lois, realizes he has a responsibility to save the planet.",1980-12-04,6.7
2642,Superman III (1983),Action|Adventure|Sci-Fi,superhero,86393,9531.0,Superman III,"Aiming to defeat the Man of Steel, wealthy executive Ross Webster hires bumbling but brilliant Gus Gorman to develop synthetic kryptonite, which yields some unexpected psychological effects in the third installment of the 1980s Superman franchise. Between rekindling romance with his high school sweetheart and saving himself, Superman must contend with a powerful supercomputer.",1983-06-17,5.5
2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,,94074,11411.0,Superman IV: The Quest for Peace,"With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.",1987-07-24,4.526
2644,Dracula (1931),Horror,,21814,138.0,Dracula,"British estate agent Renfield travels to Transylvania to meet with the mysterious Count Dracula, who is interested in leasing a castle in London and is, unbeknownst to Renfield, a vampire. After Dracula enslaves Renfield and drives him to insanity, the pair sail to London together, and as Dracula begins preying on London socialites, the two become the subject of study for a supernaturalist professor, Abraham Van Helsing.",1931-02-12,7.184
2648,Frankenstein (1931),Drama|Horror|Sci-Fi,In Netflix queue,21884,3035.0,Frankenstein,"Dr. Henry Frankenstein attempts to create life by assembling a creature from body parts of the deceased. Aided by his loyal misshapen assistant, Fritz, Frankenstein succeeds in animating his monster, but, confused and traumatized, it escapes into the countryside and begins to wreak havoc. Frankenstein searches for the elusive being and eventually must confront his tormented creation.",1931-11-21,7.503
2651,Frankenstein Meets the Wolf Man (1943),Horror,,35899,3076.0,Frankenstein Meets the Wolf Man,"Grave robbers open the grave of the wolf man and awaken him. He doesn't like the idea of being immortal and killing people when the moon is full so tries to find Dr. Frankenstein, in the hopes that the doctor can cure him. Dr. Frankenstein has died; however, his monster is found.",1943-03-05,6.185
2652,"Curse of Frankenstein, The (1957)",Horror,,50280,3079.0,The Curse of Frankenstein,Baron Victor Frankenstein has discovered life's secret and unleashed a blood-curdling chain of events resulting from his creation: a cursed creature with a horrid face — and a tendency to kill.,1957-05-20,6.775
2654,"Wolf Man, The (1941)",Drama|Fantasy|Horror,,34398,13666.0,The Wolf Man,"After his brother's death, Larry Talbot returns home to his father and the family estate. Events soon take a turn for the worse when Larry is bitten by a werewolf.",1941-12-12,7.059
2655,Howling II: Your Sister Is a Werewolf (1985),Horror,,89308,29794.0,Howling II: Stirba - Werewolf Bitch,"After his sister is turned into a werewolf and subsequently killed, Ben White decides to help the enigmatic Stefan Crosscoe fight the growing population of lupine monsters, along with the lovely Jenny Templeton. Traveling to Transylvania, Ben, Jenny and Crosscoe attempt to hunt down the powerful werewolf queen, Stirba, and must face her furry followers, as well as other supernatural forces.",1985-08-28,4.972
2656,Tarantula (1955),Horror|Sci-Fi,,48696,9077.0,Tarantula,"A rogue scientist near a small desert town arouses the suspicion of the town's doctor when his lab assistant is found dead from a case of acromegaly, which took only four days to develop.  As the doctor investigates, aided by the scientist's new female assistant, they discover that something is devouring local cattle and humans in increasingly large quantities.",1955-12-14,6.496
2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,,73629,36685.0,The Rocky Horror Picture Show,"Sweethearts Brad and Janet, stuck with a flat tire during a storm, discover the eerie mansion of Dr. Frank-N-Furter, a transvestite scientist. As their innocence is lost, Brad and Janet meet a houseful of wild characters, including a rocking biker and a creepy butler. Through elaborate dances and rock songs, Frank-N-Furter unveils his latest creation: a muscular man named 'Rockv'.",1975-08-14,7.477
2659,It Came from Hollywood (1982),Comedy|Documentary,,84156,30168.0,It Came from Hollywood,"Dan Aykroyd, John Candy, Gilda Radner and Cheech and Chong present this compilation of classic bad films from the 50's, 60's and 70's. Special features on gorilla pictures, anti-marijuana films and a special tribute to the worst film maker of all-time, Ed Wood.",1982-12-10,5.3
2660,"Thing from Another World, The (1951)",Horror|Sci-Fi,aliens,44121,10785.0,The Thing from Another World,Scientists and US Air Force officials fend off a blood-thirsty alien organism while investigating at a remote arctic outpost.,1951-04-05,6.761
